Uniprot Accession,glucose,lb,glycerolaa,acetate,fumarate,glucosamine,glycerol,pyruvate,chemostatµ05,chemostatµ035,chemostatµ020,chemostatµ012,stationaryphase1day,stationaryphase3days,osmoticstressglucose,42cglucose,ph6glucose,xylose,mannose,galactose,succinate,fructose,glucose_uncertainty,lb_uncertainty,glycerolaa_uncertainty,acetate_uncertainty,fumarate_uncertainty,glucosamine_uncertainty,glycerol_uncertainty,pyruvate_uncertainty,chemostatµ05_uncertainty,chemostatµ035_uncertainty,chemostatµ020_uncertainty,chemostatµ012_uncertainty,stationaryphase1day_uncertainty,stationaryphase3days_uncertainty,osmoticstressglucose_uncertainty,42cglucose_uncertainty,ph6glucose_uncertainty,xylose_uncertainty,mannose_uncertainty,galactose_uncertainty,succinate_uncertainty,fructose_uncertainty
P39280,9.348313013663784e-08,1.0392222357099256e-07,7.324280514769635e-08,3.484719797710273e-08,6.508125803302405e-08,4.9710458946344066e-08,6.261605886510647e-08,4.608541932471836e-08,3.165718961209844e-08,1.8784817659531944e-08,9.633239825400996e-09,7.909396909276608e-09,0.0,0.0,1.5027854127625555e-08,2.6895488371589354e-08,8.548267421857539e-09,4.66815062506887e-08,3.035930126793041e-08,3.399966997200352e-08,3.883166441246913e-08,4.061582196655555e-08,2.411864757525256e-09,1.0943010142025516e-08,2.336445484211513e-09,2.352185863454435e-09,4.770456213820663e-09,4.349665157805106e-09,4.952930256229921e-09,2.783559327212989e-09,3.0454216406838702e-09,8.041780440045625e-09,2.7146469827979998e-09,2.7176687780274428e-09,0.0,0.0,1.1783340421471196e-08,4.101561976667377e-09,1.2754014993411447e-09,1.2253895390805781e-08,1.3783122775640406e-09,6.235539472865446e-09,7.051830257304393e-09,7.4936191528295e-09
P0AC30,5.997030989897521e-08,6.889226056953439e-08,6.147164003467372e-08,5.662669671279195e-08,6.310909869868999e-08,1.204522659084491e-07,5.692368987736952e-08,7.012998592891925e-08,1.1359344507870619e-07,1.06447300070681e-07,1.2523211773021294e-07,1.397326787305534e-07,1.0018569418417034e-07,5.32236500353405e-08,5.51021318012937e-08,1.3279647383472245e-07,6.667648589048881e-08,9.69538975975842e-08,1.1005246709624774e-07,1.0653229924561101e-07,7.766332882493826e-08,1.167704881538472e-07,4.485779180443346e-09,8.129286747205058e-09,1.9511098547005433e-08,1.1546183459738278e-08,1.9633240605162453e-08,1.4165186470833611e-08,2.424379951877168e-08,2.4328092118742085e-08,3.677019817197719e-08,1.8500540752284358e-08,2.725050881809434e-08,3.0461723963260644e-08,6.568174110714209e-08,2.710148259799538e-08,5.895377081420412e-08,5.707592445416371e-08,1.2208464566548498e-08,2.0360318495492687e-09,4.4538233433851456e-08,7.787511074854162e-09,2.285631767317933e-08,2.110042720940019e-08
P25536,3.598218593938513e-07,2.335330866763878e-07,4.263777585383751e-07,1.6988009013837582e-07,1.8538297742740182e-07,1.9119407287055408e-07,2.1251510887551288e-07,1.8233796341519009e-07,1.3593969656959918e-07,1.0436009810851081e-07,9.151577834130945e-08,7.118457218348947e-08,3.9448117085017076e-07,1.721941618790428e-07,8.064948381825714e-07,6.858349534755288e-07,2.2567425993703899e-07,1.7954425481034115e-07,1.3661685570568685e-07,1.201321672344124e-07,1.4173557510551234e-07,1.6584793969676846e-07,3.594620375344575e-08,1.6487435919352975e-08,1.5648063738358364e-08,2.3953092709510993e-08,1.0492676522390943e-08,2.118430327405739e-08,6.379703568442898e-08,2.658487506593471e-08,1.817513743135541e-08,9.559384986739588e-09,1.973995338822045e-08,7.474380079266394e-09,3.727847064534113e-08,1.0731140168301946e-07,2.596913378947879e-07,3.363334611843993e-07,2.0558925080264255e-08,3.066615872160627e-08,1.226819364237068e-08,1.526879845549382e-08,1.391843347536131e-08,3.8509891597589646e-08
P0AF26,1.7638326440875065e-09,5.137727906880531e-08,2.6158144695605836e-09,2.1779498735689207e-09,7.888637337336248e-09,1.3383585100938788e-08,1.5179650633965206e-08,1.2022283302100443e-08,3.724375248482169e-09,6.2616058865106465e-09,7.224929869050746e-09,1.0545862545702144e-08,6.2616058865106465e-09,0.0,0.0,1.3447744185794677e-08,1.0257920906229045e-08,1.7954425481034115e-09,3.7949126584913015e-09,2.266644664800234e-09,3.883166441246913e-09,1.692325915273148e-09,8.38878805528018e-10,2.2826925090270196e-08,1.6662738171100916e-09,7.433342918490729e-10,4.5730430644538235e-09,9.407321967449875e-09,4.266999793207619e-09,5.40040965930352e-09,2.9590161349190834e-09,4.065034541522713e-09,7.455405131873464e-09,7.597239377923825e-09,5.481409793051421e-09,0.0,0.0,1.6949536771775612e-08,6.07781813694071e-09,2.623141562779084e-10,4.164916642694203e-09,5.347014764263752e-10,2.2965046333534244e-09,1.2631520631598775e-09
P0AFC3,7.707948654662402e-07,2.2757799296613987e-06,2.0494906369007174e-06,9.29984596013929e-07,1.2858478859858087e-06,1.7742809962387422e-06,1.4022202273125358e-06,1.1341020581648084e-06,2.2346251490893016e-06,1.9473594307048117e-06,2.003713883683407e-06,1.8850729300442581e-06,4.884052591478305e-07,7.607851152110435e-07,1.3424883020678827e-06,1.12456760753708e-06,1.0514368928884774e-06,1.07367464376584e-06,1.3206296051549728e-06,7.638592520376789e-07,9.921490257385863e-07,1.6415561378149534e-06,2.387151698348946e-07,8.989330722162524e-08,3.5312723673799357e-07,1.223859728354331e-07,1.523729744893183e-07,1.265062350318223e-07,2.2758034289282458e-07,3.7277934651877257e-07,2.1966365215547833e-07,1.972675103303974e-07,2.4204863714895557e-07,9.12375298141421e-08,1.9663195733291655e-07,6.770987525378289e-08,2.991063937007243e-07,1.3584776699047929e-07,9.746819997076183e-08,1.7339845496818315e-07,2.785207837271838e-07,1.0518341900558839e-07,2.092442295282679e-07,1.5463458818216862e-07
P0AFD4,2.3458974166363832e-07,6.141920179588999e-07,4.3160938747749633e-07,3.28870430908907e-07,2.5046423546042587e-07,3.5562097553923064e-07,2.8841336204533886e-07,3.386276463424958e-07,5.214125347875037e-07,4.529228257909368e-07,4.0218776271049157e-07,2.240995790961705e-07,7.513927063812776e-08,3.756963531906388e-08,2.0037138836834072e-08,3.698129651093537e-08,8.89019811873184e-08,5.206783389499893e-08,1.1574483608398468e-07,6.799933994400703e-08,4.271483085371604e-08,1.556939842051296e-07,7.384885067571335e-08,6.74997027736831e-08,9.396136365385095e-08,4.045106300179557e-08,7.949734833513917e-08,2.3232718331977936e-07,6.970950960635841e-08,1.286107800808799e-07,6.058813654230794e-08,1.6812495293359576e-07,1.378699650571565e-07,5.131880361302305e-08,4.9809822506014905e-08,1.3540096568990624e-08,2.336130016986484e-08,9.274909164942588e-09,2.4590287996412266e-08,1.865590488457812e-08,3.0869147783598717e-08,3.2612483437145776e-08,2.1814464116992785e-08,6.578070832666725e-08
P0AB98,2.0372267039210693e-06,2.196378680191427e-06,3.2566890146029268e-06,1.6770214026480688e-06,3.6820214772016937e-06,2.590679687396008e-06,4.001735398379077e-06,6.329732158555884e-06,5.255093475608342e-06,4.24745599301639e-06,3.2584433709418867e-06,3.432678258626048e-06,2.1571232279029178e-06,1.490262200989534e-06,5.941011665121302e-06,3.546842529003347e-06,2.343934927073337e-06,4.1995401200138795e-06,4.527330801580123e-06,3.5835652150491694e-06,5.6364160894698925e-06,5.400211995636615e-06,2.903048053087524e-07,1.8669218781627134e-07,3.6768018974867036e-07,2.7519921217454816e-07,9.385472745387116e-07,3.0155511561289533e-07,6.078636070137819e-07,1.8849942368179418e-06,1.0625799007680064e-06,8.558623825928022e-07,4.089346430532068e-07,2.3033271115380778e-07,5.323780126464401e-07,2.6794914373791824e-07,1.9254818806658136e-06,3.2808293393280955e-07,1.7345118460342697e-07,3.8089828888525887e-07,5.351305007467704e-07,4.6550512143488734e-07,3.20712075490837e-07,6.20484358298647e-07
P0ABK2,7.584480369576276e-08,2.3003009037624193e-07,6.670326897379489e-08,1.132533934255839e-07,1.0649660405403935e-07,1.6825078412608763e-07,1.2712957405945858e-07,1.62300824578356e-07,2.5698189214526964e-07,2.755106590064685e-07,3.7087973327793833e-07,5.404754554672349e-07,1.5340934421951084e-07,1.3149372361672358e-07,1.8534353424071514e-07,1.7313970639210647e-07,1.282240113278631e-07,1.1670376562672173e-07,8.538553481605428e-08,1.2693210122881315e-07,9.513757781054936e-08,1.336937473065787e-07,2.7342051732322482e-08,1.3387751259897284e-08,1.1212819514494919e-08,2.039693615594766e-08,3.1416498195941614e-09,7.924611932338727e-09,2.4408878219416047e-09,6.008376525890739e-08,2.6186454809602978e-08,1.198471366678138e-08,4.357836866015775e-08,1.4268552024334998e-08,3.095800566349729e-08,6.837673628069627e-09,9.005842328756351e-08,6.414826121827543e-08,4.2057475715539084e-09,2.2267078481578503e-08,9.153329332281018e-09,3.234229939310159e-08,8.79071218969476e-09,1.3008401612930107e-08
P0ACE0,8.819163220437532e-09,1.0859288530452034e-07,2.615814469560584e-08,8.711799494275683e-09,1.5777274674672497e-08,7.647762914822164e-09,9.487281646228252e-09,8.014855534733628e-09,1.3035313369687594e-08,1.0227289614634057e-07,9.874070821036019e-08,6.854810654706393e-08,3.1308029432553232e-09,0.0,1.0018569418417036e-08,1.5128712209019015e-08,1.7096534843715074e-09,8.977212740517058e-09,1.1384737975473901e-08,4.533289329600468e-09,1.9415832206234566e-08,5.076977745819444e-09,1.1782402062504541e-09,4.259012961643287e-08,1.2372802441021563e-09,5.611270054262968e-09,3.5940631708903956e-09,9.22320207527553e-10,6.166733070048365e-10,1.640640927959974e-09,1.668911170721103e-08,1.3182976313263302e-08,1.3290499325114484e-08,5.552396630312179e-09,1.6461761875636489e-09,0.0,1.863453911825569e-09,1.4143833044211876e-08,5.756403281878866e-10,1.724522567453327e-09,4.022227926734929e-09,2.1437925239680617e-09,3.057993572481944e-09,1.5626937501632247e-09
P0AEV9,1.940215908496257e-08,1.1676654333819388e-08,1.961860852170438e-08,2.8313348356395973e-08,1.9721593343340622e-08,2.6767170201877576e-08,3.225675759717606e-08,3.4063136022617926e-08,2.2346251490893016e-08,2.2959221583872375e-08,2.6491409519852737e-08,2.9001122000680897e-08,1.2210131478695763e-07,5.32236500353405e-08,6.512070121971073e-08,2.8576456394813694e-08,5.1289604531145235e-08,3.770429351017164e-08,2.466693228019346e-08,4.533289329600469e-08,2.912374830935185e-08,2.538488872909722e-08,2.400047078809869e-09,5.579105440698905e-09,9.061835276175252e-09,9.249970908034562e-09,2.2798161904901755e-09,5.623782459414478e-09,6.264262325371591e-09,1.1867596590280086e-08,4.080425522237064e-09,6.593888438888146e-09,7.046714932280829e-09,7.789701369382889e-09,1.3199152128470116e-07,3.614418073899973e-08,4.439929409159877e-08,1.4133915332874851e-08,2.8870918390581653e-08,3.3933864159154475e-10,4.721250838429028e-09,1.2638810650926106e-08,9.931198173488979e-09,8.861864655327838e-09
P76149,2.998515494948761e-08,1.868264693411102e-08,9.155350643462044e-09,1.0889749367844604e-08,2.563807134634281e-08,4.015075530281636e-08,4.933386456038692e-08,2.2040852720517477e-08,2.7932814363616272e-08,1.6697615697361727e-08,3.1308029432553234e-08,1.0545862545702144e-08,6.2616058865106465e-09,1.5654014716276617e-08,8.51578400565448e-08,3.8662264534159706e-08,1.0428886254666197e-07,6.104504663551599e-08,4.743640823114126e-08,5.213282729040539e-08,7.57217456043148e-08,4.569279971237499e-08,1.141834700476488e-08,1.315258344161416e-08,4.676553108680412e-09,2.7409499158864877e-09,1.0760298544060074e-08,3.120516702134888e-08,1.4277220403775975e-08,1.4256023539630707e-08,1.0617262739610544e-08,1.3964216007703609e-08,1.881299488602124e-08,4.52628420461536e-09,9.423716859198522e-10,1.1306894829566601e-08,7.8030128843812e-08,2.2219203427781583e-08,1.412071198881803e-08,2.4143315944346565e-08,2.671144147495565e-08,1.1276330542914683e-08,6.065311822905617e-09,6.981859796050898e-09
Q46800,1.587449379678756e-08,1.1676654333819388e-09,,2.1779498735689207e-09,1.7749434009006563e-08,9.559703643527705e-09,5.692368987736951e-09,6.011141651050221e-09,1.1173125745446508e-08,3.1308029432553234e-08,1.6617338698816715e-07,5.272931272851072e-09,0.0,0.0,0.0,0.0,8.548267421857539e-09,,,4.533289329600468e-09,9.707916103117283e-09,,,,,,,,,,,,,,,,,,,,,,,
P77695,3.0461389763391235e-06,2.2956302420288913e-06,2.664207037247454e-06,2.454549507512174e-06,2.881324787462065e-06,3.269418646086475e-06,2.8385946685514934e-06,2.747091734529951e-06,3.0074330131493522e-06,3.2372502433260047e-06,2.776781379671837e-06,2.4440036449664717e-06,8.14008765246384e-06,4.104482658607729e-06,1.3004103105105311e-05,3.4829657441208214e-06,4.142490392632163e-06,3.5980668663992365e-06,3.3888570040327316e-06,3.1166364141003223e-06,2.918199580597055e-06,3.2154192390189805e-06,2.3912190964262127e-07,9.480952899579324e-08,2.5096830290871024e-07,1.8458212296491542e-07,3.581486710815346e-07,4.747195874117562e-07,8.856415365880659e-08,2.3954639925101177e-07,1.642058425179546e-07,1.6542348743395889e-07,3.343244781124892e-07,2.610195892824192e-07,7.765643620450503e-07,1.0876879045310485e-06,1.833578537819849e-07,2.267062402848243e-06,1.6072862723412793e-07,6.487314560117823e-07,2.3044227627422582e-07,1.64870066305907e-07,7.528954917940401e-08,2.022498701342939e-07
P0AEV4,1.1464912186568792e-07,1.8799413477449214e-07,1.4386979582583208e-07,3.7025147850671655e-08,3.5498868018013125e-08,1.911940728705541e-08,2.656438860943911e-08,1.402599718578385e-08,2.048406386665193e-08,2.2959221583872375e-08,1.4449859738101493e-08,1.318232818212768e-08,3.1308029432553232e-09,3.1308029432553232e-09,0.0,0.0,5.1289604531145225e-09,0.0,7.589825316982603e-09,4.533289329600468e-09,3.883166441246913e-09,6.769303661092592e-09,2.431707874771241e-08,1.8818212890926666e-08,1.7480180192838604e-08,1.2718138286705717e-08,5.555572844819053e-09,4.7282294220888025e-09,5.182712217701571e-09,5.172787762117083e-09,1.020516061836599e-08,3.1224541354066433e-09,9.578812020387481e-09,1.0718551044888017e-08,4.055329052398621e-09,1.8374682473965494e-09,0.0,0.0,5.50234877410126e-09,0.0,1.1248121119768215e-09,2.4103499365485692e-09,3.563970159776417e-09,6.0124955117824395e-09
P0AAN9,3.3406990279017373e-06,3.808924643691885e-06,4.453424134426894e-06,5.514569079876507e-06,5.942116074348529e-06,5.8352431040093116e-06,5.413442907337841e-06,6.544129544110009e-06,6.3891657387711614e-06,7.1778875479033735e-06,7.605442842154086e-06,6.941814020708436e-06,3.9228960878989205e-06,4.455132588252326e-06,1.6570713818061777e-05,5.2631108807153915e-06,4.292939899256856e-06,5.666416681814367e-06,6.521557403617301e-06,3.909962046780404e-06,5.67913092032361e-06,3.5234225555986937e-06,1.2925164538951823e-06,6.562777161081117e-07,1.0625869984742568e-06,1.3819510114170527e-06,5.003261734601462e-07,1.150709940110636e-06,7.513858755384923e-07,6.557217803198226e-07,5.16883508266587e-07,1.4054303818794801e-06,5.399864417929401e-07,6.171272664409801e-07,1.0913496916534795e-06,7.689558847323513e-07,2.0564255848214665e-06,1.0915691966603722e-06,5.19016433820154e-07,2.600885256952794e-07,6.59329453505709e-07,6.897173050520633e-07,1.5106488248060806e-07,5.207618537174869e-07
P0AFM4,7.231713840758776e-08,4.320362103513173e-08,5.362419662599196e-08,6.316054633349871e-08,4.338750535534937e-08,5.1622399675049606e-08,4.364149557264996e-08,3.6066849906301334e-08,7.821188021812554e-08,9.392408829765972e-08,1.3968197746831445e-07,1.5027854127625553e-07,9.705489124091504e-07,8.171395681896393e-07,6.612255816155243e-07,6.555775290574906e-08,1.504495066246927e-07,3.231796586586141e-08,3.035930126793041e-08,1.1559887790481196e-07,2.912374830935185e-08,3.21541923901898e-08,1.0963278182590306e-08,4.575263467620451e-09,6.263306165915862e-09,1.1059411662995627e-08,9.002907361234991e-09,1.8062677646299867e-08,8.222057765887255e-09,5.5506882005797744e-09,3.097190456637772e-09,1.195653644029208e-08,1.730659700832416e-08,4.864516381112391e-08,1.6819612652050576e-07,1.0434872285781696e-07,1.6656272400895058e-07,6.575442616446631e-09,2.2838235105628348e-08,5.807538466095294e-09,4.068146369902675e-10,2.7593452155878612e-08,1.2464964276402595e-09,3.993550694861574e-09
P27832,5.115114667853768e-08,3.6197628434840105e-08,,1.0889749367844604e-08,3.747102735234718e-08,2.4855229473172033e-08,1.8974563292456504e-08,8.014855534733628e-09,1.6759688618169766e-08,1.043600981085108e-08,4.816619912700498e-09,7.909396909276608e-09,6.2616058865106465e-09,6.2616058865106465e-09,1.0018569418417036e-08,8.404840116121674e-09,6.83861393748603e-09,,,2.266644664800234e-09,1.1649499323740738e-08,,,,,,,,,,,,,,,,,,,,,,,
P0AFZ1,7.690310328221528e-07,7.975154909998642e-07,9.325378583983479e-07,4.639033230701802e-07,4.1809777887882115e-07,4.493060712458022e-07,4.819539076283953e-07,3.8070563789984733e-07,4.618225308117889e-07,3.631731414176176e-07,2.480559255040756e-07,2.0564431964119182e-07,2.22287008971128e-07,2.6298744723344716e-07,2.1089088625767862e-06,5.362287994085628e-07,5.419601545457679e-07,6.337912194805042e-07,6.109809380170995e-07,2.765306491056286e-07,4.582136400671357e-07,6.363145441427036e-07,6.805924640476051e-08,8.780645555908504e-08,7.329747567011016e-08,2.9086738356500292e-08,2.115574761126835e-08,1.0217220060129541e-07,2.9881142272960503e-08,4.0963926638023576e-08,1.644088209689969e-08,4.325392114283825e-08,4.918949002745818e-08,2.276482618427993e-08,6.090664045808906e-08,2.8008163130362123e-08,3.18234347362837e-07,1.1888192482887839e-07,5.0998450542756765e-08,5.748486360688174e-08,2.0895548080184803e-08,8.575215428765545e-08,6.854876055404351e-08,1.1358214612947263e-07
P0AA95,1.1641295450977541e-07,1.0158689270422867e-07,,1.5681239089696234e-07,1.0649660405403935e-07,9.75089771639826e-08,8.159062215756298e-08,6.411884427786902e-08,1.3407750894535813e-07,1.189705118437023e-07,1.276404276865632e-07,1.634608694583832e-07,9.76810518295661e-07,2.8490306783623447e-07,3.656777837722218e-07,1.3111550581149811e-07,1.6070742753092173e-07,,,1.0199900991601055e-07,9.31959945899259e-08,,,,,,,,,,,,,,,,,,,,,,,
P46122,3.3865586766480125e-07,1.646408261068534e-07,,1.960154886212029e-07,5.9164780030021875e-08,3.4606127189570295e-07,8.538553481605428e-08,2.2040852720517477e-08,2.0297845104227822e-07,6.679046278944691e-08,9.633239825400996e-09,1.1600448800272359e-07,1.5340934421951084e-07,3.0055708255251106e-07,4.007427767366814e-07,1.5633002615986316e-07,1.0086955557791896e-07,,,7.026598460880726e-08,3.1065331529975304e-08,,,,,,,,,,,,,,,,,,,,,,,
P0AAU7,6.173414254306272e-08,2.6856304967784594e-08,,2.1779498735689207e-09,2.9582390015010938e-08,1.3383585100938788e-08,7.589825316982603e-09,2.0037138836834072e-08,9.310938121205423e-09,5.009284709208517e-08,2.408309956350249e-09,7.909396909276608e-09,0.0,6.2616058865106465e-09,3.005570825525111e-08,8.404840116121674e-09,2.3935148781201106e-08,,,2.266644664800234e-09,1.9415832206234566e-08,,,,,,,,,,,,,,,,,,,,,,,
P0AB61,1.199406197979504e-06,2.4509297446686898e-06,2.0102534198573085e-06,1.0911528866580294e-06,1.1320194579077515e-06,1.80104816644062e-06,1.4932981311163271e-06,1.2322840384652955e-06,9.42266937865989e-07,9.642873065226398e-07,9.777738422782012e-07,1.0466768576609378e-06,1.471477383330002e-06,8.202703711328949e-07,8.150106221882259e-06,2.257540055190282e-06,1.8891671002305161e-06,1.6410344889665182e-06,1.221961876034199e-06,1.5277185040753578e-06,1.3513419215539257e-06,1.633094508238588e-06,6.572745964927684e-08,2.446027885179352e-07,4.963315693627695e-07,1.0715121346981848e-07,3.401718471012794e-07,5.078955829362547e-07,3.2105909819001024e-07,2.7369028494314216e-07,2.181347961159764e-07,1.1368947343901924e-07,2.96754361131434e-07,8.865352984388142e-08,1.2460470482038459e-06,4.13416267050979e-07,1.8883796116101191e-06,9.739027798090873e-07,1.2789661268560593e-07,2.5649369062546674e-07,7.539504775131008e-08,2.591010582911807e-07,1.436476462611823e-07,5.369614743088476e-07
P76220,1.7638326440875065e-09,1.1676654333819388e-09,2.6158144695605836e-09,6.533849620706763e-09,3.944318668668124e-09,1.911940728705541e-09,3.7949126584913015e-09,8.014855534733628e-09,5.586562872723254e-09,2.087201962170216e-09,2.408309956350249e-09,2.636465636425536e-09,2.5046423546042586e-08,1.2523211773021293e-08,5.009284709208518e-09,8.404840116121674e-09,6.83861393748603e-09,3.590885096206823e-09,3.7949126584913015e-09,2.266644664800234e-09,3.883166441246913e-09,5.076977745819444e-09,8.170072807413328e-10,5.039644010476448e-10,1.4944148064599616e-09,3.702732580054522e-09,1.7682380591639203e-09,1.42860211248878e-09,3.832861785076214e-10,1.3881729786158644e-09,2.4038980041328166e-09,1.4885924394197978e-09,2.7327093074706275e-09,1.5280954828722402e-09,5.605389589604332e-09,7.476357428493712e-09,2.470579218581641e-09,5.457262687397805e-09,1.4771406104969827e-09,1.0603883689098747e-09,1.810173338100351e-09,1.9352612148064405e-09,4.11227326128048e-10,1.949559454394667e-09
P64499,7.778501960425904e-07,4.086829016836787e-07,4.7084660452090507e-07,7.405029570134331e-08,1.419954720720525e-07,2.409045318168982e-07,1.992329145707933e-07,1.362525440904717e-07,1.6014813568473328e-07,3.3395231394723454e-08,2.8899719476202986e-08,2.9001122000680897e-08,1.5654014716276617e-08,3.1308029432553232e-09,1.2372933231745038e-06,3.244268284822967e-07,2.0173911115583793e-07,4.4167886683343916e-07,1.5938633165663466e-07,8.159920793280845e-08,2.2328207037169748e-07,4.552356712084769e-07,1.4623583685600697e-07,3.383894425940858e-08,9.37455589601122e-08,2.02971860517382e-08,2.3585447911167916e-08,5.552849458379504e-08,5.70603067330752e-08,9.79519539466401e-08,1.828891709519654e-08,1.1791856205476855e-08,9.146761214218246e-09,2.2603474487330685e-08,1.5718196176613353e-08,8.869564738242332e-10,5.937770657914444e-07,1.0491963633117473e-07,6.290225485839027e-08,1.300302583957645e-07,7.161227881332594e-08,7.311289030779635e-08,6.946305209263509e-08,7.684378129999088e-08
P64503,2.414686889755796e-06,8.967670528373291e-07,2.186820896552648e-06,7.742611800537514e-06,4.55371590297735e-06,4.313338283959701e-06,3.38126717871575e-06,4.017446336785232e-06,2.7076208056465365e-06,3.9635965261612394e-06,4.424065389815407e-06,6.193057779963583e-06,2.2917477544628965e-06,2.485857536944727e-06,2.312285821770652e-05,2.0154806598459774e-06,1.1076844925242998e-05,3.562158015437168e-06,3.4742425388487864e-06,4.664754720158882e-06,2.644436346489148e-06,2.4944883991126198e-06,1.100614284350692e-06,5.864856525556132e-08,7.999390839589584e-07,1.8303534296470684e-06,6.28868166201172e-07,5.4348062377892226e-08,1.0921492987251872e-07,5.781105278633948e-07,6.658039561084835e-07,2.889461867571544e-07,3.8931775430375586e-08,3.9016264013770574e-07,4.771418824791752e-07,5.163126104234197e-07,3.292695010201408e-06,4.804905893072811e-07,1.2959908562534308e-06,8.638233187435133e-07,3.366541020144474e-07,6.418702494938623e-07,8.612929180515154e-07,2.4695435151214936e-08
P64506,2.4570188732138963e-06,1.7736837933071653e-06,1.3798421326932078e-06,1.0693733879223403e-06,8.618336291039851e-07,8.737569130184323e-07,1.1384737975473905e-06,1.3284623048820988e-06,7.951541155509432e-07,5.259748944668944e-07,5.515029800042069e-07,5.272931272851072e-07,8.860172329412564e-07,2.460811113398684e-06,7.684242743925868e-06,2.3617600726301904e-06,2.1866468065111582e-06,9.713344185239456e-07,8.785222804407362e-07,6.709268207808693e-07,9.746747767529752e-07,1.3352451471505136e-06,1.6167184185747435e-07,1.0872681652972922e-07,5.1054158909648686e-08,3.58240084953984e-08,7.47209756433155e-08,9.03464648061059e-08,5.8745247953445336e-08,1.3736300232480902e-07,9.66112250394396e-08,7.326830279923837e-08,3.082901658223517e-08,7.830302940183841e-08,8.779544761214909e-07,2.3919084022235217e-07,7.58434758825483e-07,1.9720696606462087e-07,2.5846165252961895e-07,9.917324413129485e-08,1.0559837810897649e-07,1.191566033706824e-07,1.7680600450298973e-07,2.0963348810263064e-08
P76550,8.113630162802529e-08,1.1443121247142999e-07,7.97823413215978e-08,8.494004506918791e-08,1.0058012605103717e-07,1.1854032517974353e-07,9.487281646228252e-08,1.0218940806785376e-07,7.448750496964339e-08,8.140087652463843e-08,8.429084847225871e-08,9.227629727489375e-08,1.189705118437023e-07,5.009284709208517e-08,2.053806730775492e-07,1.1262485755603044e-07,5.6418564984259746e-08,8.259035721275693e-08,8.728299114529992e-08,9.973236525121031e-08,7.57217456043148e-08,8.461629576365741e-08,4.186633164006105e-09,5.492698198628639e-09,9.454207446609338e-09,4.0771221633210197e-10,1.0782189512671182e-08,7.598434844021562e-09,5.398263256703876e-09,5.845234141481236e-09,1.9664701311985856e-09,5.9666842492559966e-09,8.488088441156452e-09,3.9955636720029e-09,1.0148184660267806e-08,3.247519276979882e-08,2.0599681509678194e-08,2.1691547565291463e-08,3.0917373611374343e-09,1.809554726531504e-08,7.096107180112885e-09,9.703959138942764e-09,5.785141364169651e-09,2.8177226489297917e-09
P0AD53,5.820647725488771e-08,4.4371286468513675e-08,,2.1779498735689208e-08,1.0649660405403935e-07,7.265374769081055e-08,3.225675759717606e-08,1.8033424953150667e-08,6.145219159995578e-08,1.4610413735191512e-08,7.224929869050748e-08,2.1091725091404288e-08,6.887766475161712e-08,5.6354452978595827e-08,2.053806730775492e-07,4.8748072673505705e-08,1.1283712996851949e-07,,,2.2666446648002346e-08,2.135741542685802e-08,,,,,,,,,,,,,,,,,,,,,,,
P64574,1.7638326440875065e-09,1.1676654333819388e-09,,0.0,0.0,0.0,3.7949126584913015e-09,0.0,2.9795001987857353e-08,4.174403924340432e-08,3.3716339388903486e-08,5.272931272851072e-09,1.5654014716276617e-08,6.2616058865106465e-09,2.0037138836834072e-08,3.3619360464486693e-09,1.7096534843715074e-09,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,
P0AF70,1.4498704334399302e-06,1.995540225649734e-06,2.962409886777361e-06,2.369609462442986e-06,2.299537783833516e-06,3.688133665672988e-06,2.2902297893995006e-06,2.4385197964427063e-06,6.435720429377189e-06,7.3511253107635e-06,8.301444419539309e-06,6.941814020708436e-06,6.415015230730158e-06,6.712441510339412e-06,1.979669317079206e-05,2.1953442383309817e-06,3.080795578837457e-06,3.2766826502887263e-06,1.2352440703389185e-06,3.005570825525111e-06,1.922167388417222e-06,1.477400524033458e-06,1.2135415527892217e-07,2.6361086380832976e-07,2.8528007209665987e-07,1.3066026575910623e-06,1.3452296035426074e-07,1.1772522660828184e-06,3.5819193906208185e-07,4.262532604181851e-07,3.018352881377902e-07,6.696875158105548e-07,1.295025329448132e-07,9.461692510225599e-07,1.351002207591771e-06,5.759274815871216e-07,2.3439284714217802e-06,3.644271435629429e-07,2.1349913361343577e-07,8.709422484467432e-07,1.1957162600880732e-07,7.216375552085791e-07,3.9865751635773175e-07,2.529309697145281e-07
